0/12343: emocional -->  EMOCIONAL
791/12343: desperté -->  DESPERTAR
792/12343: tirón -->  TIRÓN
793/12343: níscalos -->  -
794/12343: resentido -->  RESENTIDO
795/12343: prefiero -->  PREFERIR
796/12343: causas -->  CAUSA
797/12343: amigos -->  AMIGO
798/12343: trabajando -->  TRABAJAR
799/12343: ordenador -->  ORDENADOR
800/12343: antídoto -->  ANTÍDOTO
801/12343: aumenta -->  AUMENTAR
802/12343: lleva -->  LLEVAR
803/12343: varios -->  VARIOS
804/12343: repitiéndose -->  -
805/12343: completo -->  COMPLETO
806/12343: volver -->  VOLVER
807/12343: encontrar -->  ENCONTRAR
808/12343: tumbado -->  TUMBAR
809/12343: sofá -->  SOFÁ
810/12343: pico -->  PICO
811/12343: misterios -->  MISTERIO
812/12343: cuerpo -->  CUERPO
813/12343: humano -->  HUMANO
814/12343: difusa -->  DIFUSO
815/12343: mezclada -->  MEZCLADO
816/12343: algún -->  ALGÚN
817/12343: grito -->  GRITO
818/12343: interior -->  INTERIOR
819/12343: voces -->  VOZ
820/12343: mucha -->  MUCHO
821/12343: bares -->  BAR
822/12343: ponía -->  PONER
823/12343: final -->  FINAL
824/12343: subido -->  SUBIDO
825/12343: bajaron -->  BAJAR
826/12343: llevaba -->  LLEVAR
827/12343: sintiéndome -->  -
828/12343: raro -->  RARO
829/12343: subida -->  SUBIDA
830/12343: bueno -->  BUENO
831/12343: segundo -->  SEGUNDO
832/12343: yoga -->  YOGA
833/12343: cristina -->  -
834/12343: atontado -->  ATONTADO
835/12343: supongo -->  SUPONER
836/12343: efecto -->  EFECTO
837/12343: compensa -->  COMPENSAR
838/12343: catarro -->  CATARRO
839/12343: necesitado -->  NECESITADO
840/12343: llevando -->  LLEVAR
841/12343: resfriado -->  RESFRIADO
842/12343: curado -->  CURADO
843/12343: ningún -->  NINGÚN
844/12343: finos -->  FINO
845/12343: mitad -->  MITAD
846/12343: adrián -->  -
847/12343: unas -->  UN
848/12343: cervezas -->  CERVEZA
849/12343: amigas -->  AMIGO
850/12343: momentos -->  MOMENTO
851/12343: pasan -->  PASAR
852/12343: plantando -->  PLANTAR
853/12343: semillas -->  SEMILLA
854/12343: árboles -->  ÁRBOL
855/12343: rodaje -->  RODAJE
856/12343: organizado -->  ORGANIZAR
857/12343: dueño -->  DUEÑO
858/12343: tienda -->  TIENDA
859/12343: libélula -->  LIBÉLULA
860/12343: fútbol -->  FÚTBOL
861/12343: campo -->  CAMPO
862/12343: colegas -->  COLEGA
863/12343: dosis -->  DOSIS
864/12343: provoca -->  PROVOCAR
865/12343: espera -->  ESPERA
866/12343: tensa -->  TENSO
867/12343: alterado -->  ALTERADO
868/12343: ayuda -->  AYUDA
869/12343: levantarme -->  LEVANTAR
870/12343: juanma -->  -
871/12343: largo -->  LARGO
872/12343: controlarlo -->  CONTROLAR
873/12343: malestar -->  MALESTAR
874/12343: registros -->  REGISTRO
875/12343: primavera -->  PRIMAVERA
876/12343: plenitud -->  PLENITUD
877/12343: cotidiana -->  COTIDIANO
878/12343: ansioso -->  ANSIOSO
879/12343: primaveral -->  PRIMAVERAL
880/12343: notado -->  NOTAR
881/12343: pequeño -->  PEQUEÑO
882/12343: vahído -->  VAHÍDO
883/12343: parecida -->  PARECIDO
884/12343: intentado -->  INTENTAR
885/12343: sustituto -->  SUSTITUTO
886/12343: nicotina -->  NICOTINA
887/12343: hacerlo -->  HACER
888/12343: excursión -->  EXCURSIÓN
889/12343: arba -->  -
890/12343: guillermo -->  -
891/12343: comprar -->  COMPRAR
892/12343: regalo -->  REGALO
893/12343: gon -->  -
894/12343: gigante -->  GIGANTE
895/12343: calor -->  CALOR
896/12343: duele -->  DOLER
897/12343: apuntada -->  APUNTADO
898/12343: hijo -->  HIJO
899/12343: consigue -->  CONSEGUIR
900/12343: frustra -->  FRUSTRAR
901/12343: paga -->  PAGA
902/12343: ataques -->  ATAQUE
903/12343: verbales -->  VERBAL
904/12343: entorno -->  ENTORNO
905/12343: meses -->  MES
906/12343: doctora -->  DOCTOR
907/12343: susana -->  -
908/12343: enfermera -->  ENFERMERO
909/12343: ana -->  -
910/12343: grupo -->  GRUPO
911/12343: terapia -->  TERAPIA
912/12343: podido -->  PODER
913/12343: comprender -->  COMPRENDER
914/12343: mecanismos -->  MECANISMO
915/12343: síntomas -->  SÍNTOMA
916/12343: apoyo -->  APOYO
917/12343: enorme -->  ENORME
918/12343: compartir -->  COMPARTIR
919/12343: sucediendo -->  SUCEDER
920/12343: saber -->  SABER
921/12343: padecen -->  PADECER
922/12343: menor -->  MENOR
923/12343: grado -->  GRADO
924/12343: verse -->  VERSAR
925/12343: expresarse -->  EXPRESAR
926/12343: juzgue -->  JUZGAR
927/12343: cafetería -->  CAFETERÍA
928/12343: ttss -->  -
929/12343: angustia -->  ANGUSTIA
930/12343: perder -->  PERDER
931/12343: rumbo -->  RUMBO
932/12343: duermo -->  DORMIR
933/12343: levanto -->  LEVANTAR
934/12343: irritar -->  IRRITAR
935/12343: centro -->  CENTRO
936/12343: descolocada -->  DESCOLOCADO
937/12343: psicológicamente -->  PSICOLóGICAMENTE
938/12343: alma -->  ALMA
939/12343: fuerzas -->  FUERZA
940/12343: afrontar -->  AFRONTAR
941/12343: necesito -->  NECESITAR
942/12343: urgencia -->  URGENCIA
943/12343: ruidos -->  RUIDO
944/12343: tristeza -->  TRISTEZA
945/12343: profunda -->  PROFUNDO
946/12343: pido -->  PEDIR
947/12343: sueños -->  SUEÑO
948/12343: relacionadas -->  RELACIONADO
949/12343: caminar -->  CAMINAR
950/12343: camarera -->  CAMARERO
951/12343: tesorería -->  TESORERÍA
952/12343: esquerdo -->  -
953/12343: ponen -->  PONER
954/12343: cargar -->  CARGAR
955/12343: cajas -->  CAJA
956/12343: vino -->  VINO
957/12343: concepción -->  CONCEPCIÓN
958/12343: esquiche -->  -
959/12343: imposible -->  IMPOSIBLE
960/12343: ayuden -->  AYUDAR
961/12343: menisco -->  MENISCO
962/12343: rodilla -->  RODILLA
963/12343: derecha -->  DERECHA
964/12343: ala -->  ALA
965/12343: calle -->  CALLE
966/12343: quintana -->  -
967/12343: unidad -->  UNIDAD
968/12343: andar -->  ANDAR
969/12343: apática -->  APÁTICO
970/12343: bloqueada -->  BLOQUEAR
971/12343: encantaría -->  ENCANTAR
972/12343: amanecer -->  AMANECER
973/12343: muerta -->  MUERTO
974/12343: pienso -->  PIENSO
975/12343: suicidarme -->  SUICIDAR
976/12343: correcto -->  CORRECTO
977/12343: asqueroso -->  ASQUEROSO
978/12343: mandar -->  MANDAR
979/12343: quejan -->  QUEJAR
980/12343: mandan -->  MANDAR
981/12343: compañeros -->  COMPAÑERO
982/12343: encargada -->  ENCARGADO
983/12343: manda -->  MANDA
984/12343: descargar -->  DESCARGAR
985/12343: aún -->  AÚN
986/12343: pida -->  PEDIR
987/12343: mayoría -->  MAYORÍA
988/12343: insultan -->  INSULTAR
989/12343: llamándome -->  -
990/12343: hija -->  HIJO
991/12343: puta -->  PUTO
992/12343: difamando -->  DIFAMAR
993/12343: encolerizada -->  ENCOLERIZAR
994/12343: utilizada -->  UTILIZAR
995/12343: manipulada -->  MANIPULAR
996/12343: empresa -->  EMPRESA
997/12343: propone -->  PROPONER
998/12343: despido -->  DESPIDO
999/12343: encima -->  ENCIMA
1000/12343: sabe -->  SABER
1001/12343: digo -->  DIGO
1002/12343: arreglar -->  ARREGLAR
1003/12343: horario -->  HORARIO
1004/12343: carta -->  CARTA
1005/12343: despidan -->  DESPEDIR
1006/12343: harta -->  HARTO
1007/12343: desesperada -->  DESESPERADO
1008/12343: aguantando -->  AGUANTAR
1009/12343: insulta -->  INSULTAR
1010/12343: diciéndome -->  -
1011/12343: toma -->  TOMA
1012/12343: limitaciones -->  LIMITACIÓN
1013/12343: cumplo -->  CUMPLIR
1014/12343: objetivo -->  OBJETIVO
1015/12343: pide -->  PEDIR
1016/12343: impugnado -->  IMPUGNAR
1017/12343: denegado -->  DENEGAR
1018/12343: engaño -->  ENGAÑO
1019/12343: trato -->  TRATO
1020/12343: caníbales -->  CANÍBAL
1021/12343: sirve -->  SERVIR
1022/12343: tanta -->  TANTO
1023/12343: parafernalia -->  PARAFERNALIA
1024/12343: tenerme -->  TENER
1025/12343: mareada -->  MAREADO
1026/12343: papeles -->  PAPEL
1027/12343: copias -->  COPIA
1028/12343: listas -->  LISTA
1029/12343: aturdida -->  ATURDIDO
1030/12343: horribles -->  HORRIBLE
1031/12343: morirme -->  MORIR
1032/12343: injusticia -->  INJUSTICIA
1033/12343: hagan -->  HACER
1034/12343: válida -->  VÁLIDO
1035/12343: llegaré -->  LLEGAR
1036/12343: laboral -->  LABORAL
1037/12343: cómo -->  CÓMO
1038/12343: contener -->  CONTENER
1039/12343: contestarle -->  CONTESTAR
1040/12343: desfasado -->  DESFASADO
1041/12343: recibiendo -->  RECIBIR
1042/12343: insultos -->  INSULTO
1043/12343: vaga -->  VAGO
1044/12343: quédate -->  -
1045/12343: quieres -->  QUERER
1046/12343: denunciar -->  DENUNCIAR
1047/12343: escribir -->  ESCRIBIR
1048/12343: certificada -->  CERTIFICADO
1049/12343: recursos -->  RECURSO
1050/12343: friegan -->  FREGAR
1051/12343: cámaras -->  CÁMARA
1052/12343: fregona -->  FREGONA
1053/12343: sanidad -->  SANIDAD
1054/12343: exponerlo -->  EXPONER
1055/12343: además -->  ADEMÁS
1056/12343: naranjas -->  NARANJA
1057/12343: podridas -->  PODRIDO
1058/12343: normales -->  NORMAL
1059/12343: zumo -->  ZUMO
1060/12343: naranja -->  NARANJA
1061/12343: natural -->  NATURAL
1062/12343: estorbo -->  ESTORBO
1063/12343: gestionar -->  GESTIONAR
1064/12343: paro -->  PARO
1065/12343: máquina -->  MÁQUINA
1066/12343: explicación -->  EXPLICACIÓN
1067/12343: vas -->  IR
1068/12343: trastos -->  TRASTO
1069/12343: viejos -->  VIEJO
1070/12343: despectivo -->  DESPECTIVO
1071/12343: trabas -->  TRABA
1072/12343: aquí -->  AQUÍ
1073/12343: escoge -->  ESCOGER
1074/12343: número -->  NÚMERO
1075/12343: originales -->  ORIGINAL
1076/12343: cursos -->  CURSO
1077/12343: café -->  CAFÉ
1078/12343: esperando -->  ESPERAR
1079/12343: viene -->  VENIR
1080/12343: juteco -->  -
1081/12343: hablando -->  HABLAR
1082/12343: móvil -->  MÓVIL
1083/12343: cogiendo -->  COGER
1084/12343: puente -->  PUENTE
1085/12343: información -->  INFORMACIÓN
1086/12343: borde -->  BORDE
1087/12343: tantas -->  TANTO
1088/12343: sales -->  SAL
1089/12343: solicitar -->  SOLICITAR
1090/12343: tarjeta -->  TARJETA
1091/12343: venga -->  VENGA
1092/12343: siesta -->  SIESTA
1093/12343: haciendo -->  HACER
1094/12343: procuro -->  PROCURAR
1095/12343: descansar -->  DESCANSAR
1096/12343: cd -->  -
1097/12343: pongo -->  PONGO
1098/12343: dormida -->  DORMIDA
1099/12343: semanas -->  SEMANA
1100/12343: maldito -->  MALDITO
1101/12343: agotada -->  AGOTADO
1102/12343: exhausta -->  EXHAUSTO
1103/12343: idea -->  IDEA
1104/12343: siguiente -->  SIGUIENTE
1105/12343: despierto -->  DESPIERTO
1106/12343: dando -->  DAR
1107/12343: bajón -->  BAJÓN
1108/12343: cerca -->  CERCA
1109/12343: contrato -->  CONTRATO
1110/12343: parada -->  PARADA
1111/12343: tardaré -->  TARDAR
1112/12343: curro -->  CURRO
1113/12343: dinero -->  DINERO
1114/12343: mortificando -->  MORTIFICAR
1115/12343: sevilla -->  -
1116/12343: vuelva -->  VOLVER
1117/12343: serio -->  SERIO
1118/12343: mensaje -->  MENSAJE
1119/12343: madre -->  MADRE
1120/12343: irme -->  IR
1121/12343: esperándome -->  -
1122/12343: cafés -->  CAFÉ
1123/12343: litro -->  LITRO
1124/12343: coca -->  COCA
1125/12343: cola -->  COLA
1126/12343: light -->  LIGHT
1127/12343: logrado -->  LOGRADO
1128/12343: quitarme -->  QUITAR
1129/12343: depresión -->  DEPRESIÓN
1130/12343: gris -->  GRIS
1131/12343: útiles -->  ÚTIL
1132/12343: volando -->  VOLAR
1133/12343: concentración -->  CONCENTRACIÓN
1134/12343: pasando -->  PASAR
1135/12343: ojalá -->  OJALÁ
1136/12343: generado -->  GENERAR
1137/12343: sentimientos -->  SENTIMIENTO
1138/12343: quedado -->  QUEDAR
1139/12343: influido -->  INFLUIR
1140/12343: desmotivada -->  DESMOTIVADO
1141/12343: concentrarme -->  CONCENTRAR
1142/12343: estudio -->  ESTUDIO
1143/12343: control -->  CONTROL
1144/12343: prácticas -->  PRÁCTICA
1145/12343: sienta -->  SENTAR
1146/12343: perdiendo -->  PERDER
1147/12343: detrás -->  DETRÁS
1148/12343: aprenda -->  APRENDER
1149/12343: allí -->  ALLÍ
1150/12343: gustaría -->  GUSTAR
1151/12343: dedicarme -->  DEDICAR
1152/12343: atender -->  ATENDER
1153/12343: pacientes -->  PACIENTE
1154/12343: puesto -->  PUESTO
1155/12343: estudiar -->  ESTUDIAR
1156/12343: conseguía -->  CONSEGUIR
1157/12343: avanzar -->  AVANZAR
1158/12343: calculando -->  CALCULAR
1159/12343: estudiantes -->  ESTUDIANTE
1160/12343: preparando -->  PREPARAR
1161/12343: ilusión -->  ILUSIÓN
1162/12343: cambia -->  CAMBIAR
1163/12343: color -->  COLOR
1164/12343: película -->  PELÍCULA
1165/12343: gimnasio -->  GIMNASIO
1166/12343: compras -->  COMPRA
1167/12343: deprime -->  DEPRIMIR
1168/12343: debilidad -->  DEBILIDAD
1169/12343: dura -->  DURO
1170/12343: experimento -->  EXPERIMENTO
1171/12343: fuertes -->  FUERTE
1172/12343: agujetas -->  AGUJETAS
1173/12343: haber -->  HABER
1174/12343: realizado -->  REALIZADO
1175/12343: esfuerzo -->  ESFUERZO
1176/12343: discuto -->  DISCUTIR
1177/12343: continuamente -->  CONTINUAMENTE
1178/12343: esposa -->  ESPOSO
1179/12343: compañía -->  COMPAÑÍA
1180/12343: transmite -->  TRANSMITIR
1181/12343: muchísimo -->  MUCHÍSIMO
1182/12343: mirarla -->  MIRAR
1183/12343: cara -->  CARA
1184/12343: pautas -->  PAUTA
1185/12343: psiquiatra -->  PSIQUIATRA
1186/12343: destacaríamos -->  DESTACAR
1187/12343: pasada -->  PASADA
1188/12343: ocasiones -->  OCASIÓN
1189/12343: piernas -->  PIERNAS
1190/12343: intentaba -->  INTENTAR
1191/12343: cambio -->  CAMBIO
1192/12343: postura -->  POSTURA
1193/12343: duelen -->  DOLER
1194/12343: genera -->  GENERAR
1195/12343: frustración -->  FRUSTRACIÓN
1196/12343: cansancio -->  CANSANCIO
1197/12343: fatiga -->  FATIGA
1198/12343: despistes -->  DESPISTE
1199/12343: olvidos -->  OLVIDO
1200/12343: so -->  SO
1201/12343: fallándome -->  -
1202/12343: despiertan -->  DESPERTAR
1203/12343: tenazas -->  TENAZA
1204/12343: articulaciones -->  ARTICULACIÓN
1205/12343: cambiar -->  CAMBIAR
1206/12343: cuchillos -->  CUCHILLO
1207/12343: cocina -->  COCINA
1208/12343: vecino -->  VECINO
1209/12343: ejemplo -->  EJEMPLO
1210/12343: preso -->  PRESO
1211/12343: mente -->  MENTE
1212/12343: dejan -->  DEJAR
1213/12343: pedir -->  PEDIR
1214/12343: disculpas -->  DISCULPA
1215/12343: entrar -->  ENTRAR
1216/12343: diario -->  DIARIO
1217/12343: nunca -->  NUNCA
1218/12343: hijas -->  HIJO
1219/12343: accidente -->  ACCIDENTE
1220/12343: iban -->  IR
1221/12343: solas -->  SOLO
1222/12343: pequeña -->  PEQUEÑO
1223/12343: ingresada -->  INGRESADO
1224/12343: rotura -->  ROTURA
1225/12343: peroné -->  PERONÉ
1226/12343: afectados -->  AFECTADO
1227/12343: agotamiento -->  AGOTAMIENTO
1228/12343: destacable -->  DESTACABLE
1229/12343: preocupaciones -->  PREOCUPACIÓN
1230/12343: bailarina -->  BAILARÍN
1231/12343: pasó -->  PASAR
1232/12343: rueda -->  RUEDA
1233/12343: vivo -->  VIVO
1234/12343: callejón -->  CALLEJÓN
1235/12343: preocupado -->  PREOCUPADO
1236/12343: recuperación -->  RECUPERACIÓN
1237/12343: mismas -->  MISMO
1238/12343: añadimos -->  AÑADIR
1239/12343: crónicas -->  CRÓNICA
1240/12343: convivencia -->  CONVIVENCIA
1241/12343: atrás -->  ATRÁS
1242/12343: empeorado -->  EMPEORAR
1243/12343: movimiento -->  MOVIMIENTO
1244/12343: lleve -->  LLEVAR
1245/12343: cabo -->  CABO
1246/12343: cabezadas -->  CABEZADA
1247/12343: agotado -->  AGOTADO
1248/12343: vestir -->  VESTIR
1249/12343: desvestir -->  DESVESTIR
1250/12343: músculos -->  MÚSCULO
1251/12343: forzar -->  FORZAR
1252/12343: suicidas -->  SUICIDA
1253/12343: formamos -->  FORMAR
1254/12343: desestructurada -->  DESESTRUCTURADO
1255/12343: tardo -->  TARDO
1256/12343: cojo -->  COJO
1257/12343: aparecen -->  APARECER
1258/12343: atardecer -->  ATARDECER
1259/12343: agobia -->  AGOBIAR
1260/12343: pelean -->  PELEAR
1261/12343: comienza -->  COMENZAR
1262/12343: nuevo -->  NUEVO
1263/12343: fatigado -->  FATIGAR
1264/12343: suficiente -->  SUFICIENTE
1265/12343: sobretodo -->  SOBRETODO
1266/12343: tampoco -->  TAMPOCO
1267/12343: tranquilizantes -->  TRANQUILIZANTE
1268/12343: mandaron -->  MANDAR
1269/12343: civil -->  CIVIL
1270/12343: fuerza -->  FUERZA
1271/12343: voluntad -->  VOLUNTAD
1272/12343: tranquilizarme -->  TRANQUILIZAR
1273/12343: rezo -->  REZO
1274/12343: dios -->  DIOS
1275/12343: facultades -->  FACULTAD
1276/12343: ocupación -->  OCUPACIÓN
1277/12343: cocino -->  COCINAR
1278/12343: empleada -->  EMPLEADO
1279/12343: cena -->  CENA
1280/12343: deja -->  DEJAR
1281/12343: preparada -->  PREPARADO
1282/12343: bienestar -->  BIENESTAR
1283/12343: nietos -->  NIETO
1284/12343: pasearlos -->  PASEAR
1285/12343: cuidarlos -->  CUIDAR
1286/12343: leer -->  LEER
1287/12343: televisión -->  TELEVISIÓN
1288/12343: inteligencia -->  INTELIGENCIA
1289/12343: conversaciones -->  CONVERSACIÓN
1290/12343: grande -->  GRANDE
1291/12343: controlo -->  CONTROLAR
1292/12343: embotado -->  EMBOTAR
1293/12343: controlarme -->  CONTROLAR
1294/12343: sufrir -->  SUFRIR
1295/12343: hermanos -->  HERMANO
1296/12343: callada -->  CALLADO
1297/12343: costumbre -->  COSTUMBRE
1298/12343: enseñarles -->  ENSEÑAR
1299/12343: metro -->  METRO
1300/12343: opinión -->  OPINIÓN
1301/12343: contesto -->  CONTESTAR
1302/12343: excitada -->  EXCITAR
1303/12343: dirigí -->  DIRIGIR
1304/12343: catequesis -->  CATEQUESIS
1305/12343: parroquia -->  PARROQUIA
1306/12343: segura -->  SEGURO
1307/12343: preparación -->  PREPARACIÓN
1308/12343: sitios -->  SITIO
1309/12343: inseguridad -->  INSEGURIDAD
1310/12343: nueva -->  NUEVA
1311/12343: durmiendo -->  DORMIR
1312/12343: levante -->  LEVANTE
1313/12343: conlleva -->  CONLLEVAR
1314/12343: responsabilidad -->  RESPONSABILIDAD
1315/12343: año -->  AÑO
1316/12343: deprax -->  -
1317/12343: resolver -->  RESOLVER
1318/12343: asuntos -->  ASUNTO
1319/12343: alterada -->  ALTERADO
1320/12343: motivo -->  MOTIVO
1321/12343: tras -->  TRAS
1322/12343: supuestas -->  SUPUESTO
1323/12343: discutido -->  DISCUTIDO
1324/12343: david -->  -
1325/12343: temo -->  TEMER
1326/12343: deseo -->  DESEO
1327/12343: verle -->  VER
1328/12343: evento -->  EVENTO
1329/12343: cerraré -->  CERRAR
1330/12343: tapa -->  TAPA
1331/12343: libro -->  LIBRO
1332/12343: entiendo -->  ENTENDER
1333/12343: actuar -->  ACTUAR
1334/12343: conversación -->  CONVERSACIÓN
1335/12343: personal -->  PERSONAL
1336/12343: dijese -->  DECIR
1337/12343: quedaría -->  QUEDAR
1338/12343: gusto -->  GUSTO
1339/12343: fotos -->  FOTO
1340/12343: envejecido -->  ENVEJECIDO
1341/12343: montón -->  MONTÓN
1342/12343: lastima -->  LASTIMAR
1343/12343: separarnos -->  SEPARAR
1344/12343: jubilados -->  JUBILADO
1345/12343: juntos -->  JUNTO
1346/12343: hermano -->  HERMANO
1347/12343: consejos -->  CONSEJO
1348/12343: imprudentes -->  IMPRUDENTE
1349/12343: favor -->  FAVOR
1350/12343: soledad -->  SOLEDAD
1351/12343: miro -->  MIRAR
1352/12343: echarte -->  ECHAR
1353/12343: rey -->  REY
1354/12343: aspectos -->  ASPECTO
1355/12343: demostrar -->  DEMOSTRAR
1356/12343: importe -->  IMPORTE
1357/12343: empezando -->  EMPEZAR
1358/12343: u -->  U
1359/12343: desearía -->  DESEAR
1360/12343: cuento -->  CUENTO
1361/12343: pregunto -->  PREGUNTAR
1362/12343: respuesta -->  RESPUESTA
1363/12343: ustedes -->  USTEDES
1364/12343: puedan -->  PODER
1365/12343: curar -->  CURAR
1366/12343: den -->  DAR
1367/12343: órdenes -->  -
1368/12343: charla -->  CHARLA
1369/12343: hablar -->  HABLAR
1370/12343: preguntar -->  PREGUNTAR
1371/12343: preguntas -->  PREGUNTA
1372/12343: surjan -->  SURGIR
1373/12343: pasarlo -->  PASAR
1374/12343: luto -->  LUTO
1375/12343: cerrar -->  CERRAR
1376/12343: cobardía -->  COBARDÍA
1377/12343: jugada -->  JUGADA
1378/12343: bache -->  BACHE
1379/12343: paguen -->  PAGAR
1380/12343: espejo -->  ESPEJO
1381/12343: mudo -->  MUDO
1382/12343: contesta -->  CONTESTAR
1383/12343: quisiera -->  QUERER
1384/12343: pueden -->  PODER
1385/12343: dedican -->  DEDICAR
1386/12343: debo -->  DEBER
1387/12343: contestar -->  CONTESTAR
1388/12343: mejoría -->  MEJORÍA
1389/12343: contestan -->  CONTESTAR
1390/12343: semanal -->  SEMANAL
1391/12343: relación -->  RELACIÓN
1392/12343: llamarla -->  LLAMAR
1393/12343: cobarde -->  COBARDE
1394/12343: plantearles -->  PLANTEAR
1395/12343: digan -->  DECIR
1396/12343: forma -->  FORMA
1397/12343: llenado -->  LLENAR
1398/12343: vaso -->  VASO
1399/12343: caer -->  CAER
